sentence_id,condition,oci_A_Default,oci_B_Edit_heavy,oci_C_Style_heavy,oci_D_Similarity_heavy,oci_E_Equal_weights
A.train.gold.bea19_000484,fewshot,0.008760846096928846,0.008715141813338856,0.010723461647652918,0.007708853836280682,0.009676115597910142
A.train.gold.bea19_000484,instruction,0.008760846096928846,0.008715141813338856,0.010723461647652918,0.007708853836280682,0.009676115597910142
A.train.gold.bea19_000484,role,0.008760846096928846,0.008715141813338856,0.010723461647652918,0.007708853836280682,0.009676115597910142
A.train.gold.bea19_008598,fewshot,0.09199832765001613,0.06739998666816038,0.10248513768628593,0.06884065464258578,0.08389706388878893
A.train.gold.bea19_008598,instruction,0.09199832765001613,0.06739998666816038,0.10248513768628593,0.06884065464258578,0.08389706388878893
A.train.gold.bea19_008598,role,0.09198356976702358,0.0673901480794987,0.10247037980329339,0.06880621958226985,0.08387738671146554
ABC.train.gold.bea19_000524,fewshot,0.007126511932003921,0.010003269042170644,0.005001634521085322,0.005001634521085322,0.005491990846681923
ABC.train.gold.bea19_000524,instruction,0.007126511932003921,0.010003269042170644,0.005001634521085322,0.005001634521085322,0.005491990846681923
ABC.train.gold.bea19_000524,role,0.007126511932003921,0.010003269042170644,0.005001634521085322,0.005001634521085322,0.005491990846681923
ABCN.dev.gold.bea19_001851,fewshot,0.03766719654368788,0.04099979822090957,0.03401302285388241,0.027636344822257335,0.02978722407868625
ABCN.dev.gold.bea19_001851,instruction,0.03766719654368788,0.04099979822090957,0.03401302285388241,0.027636344822257335,0.02978722407868625
ABCN.dev.gold.bea19_001851,role,0.03766719654368788,0.04099979822090957,0.03401302285388241,0.027636344822257335,0.02978722407868625
N.dev.gold.bea19_000112,fewshot,0.009428428326573732,0.013067919905477426,0.006789157515274385,0.00729955264034573,0.006556200174780016
N.dev.gold.bea19_000112,instruction,0.009428428326573732,0.013067919905477426,0.006789157515274385,0.00729955264034573,0.006556200174780016
N.dev.gold.bea19_000112,role,0.009428428326573732,0.013067919905477426,0.006789157515274385,0.00729955264034573,0.006556200174780016
A.train.gold.bea19_007069,fewshot,0.00953939626978473,0.013461591628913912,0.006740278911170804,0.006759245104598501,0.00670415743239468
A.train.gold.bea19_007069,instruction,0.00953939626978473,0.013461591628913912,0.006740278911170804,0.006759245104598501,0.00670415743239468
